timestep,flow,occupy,speed
2115,443,0.1565,59.6
2116,474,0.1676,59.3
2117,419,0.1501,59.6
2118,445,0.173,58.5
2119,442,0.1663,58.8
2120,419,0.1526,59.4
2121,445,0.1481,59.4
2122,422,0.1458,60.1
2123,465,0.1683,59.7
2124,417,0.1558,59.4
2125,438,0.1561,59.4
2126,425,0.166,57.6
2127,444,0.1469,60.3
2128,417,0.1637,59
2129,472,0.1953,57
2130,462,0.1882,56.5
2131,438,0.1621,57.4
2132,474,0.1686,58
2133,471,0.1793,57.8
2134,469,0.1885,56.8
2135,461,0.171,57.9
2136,480,0.184,58.2
2137,467,0.1655,58.5
2138,427,0.1621,58.5
2139,403,0.1601,57.9
2140,443,0.159,59.4
2141,413,0.1714,58.2
2142,415,0.1721,57.4
2143,407,0.1554,57.9
2144,418,0.1544,57.5
2145,415,0.1572,58.1
2146,409,0.1572,57.9
2147,420,0.1719,57.4
2148,400,0.1516,57.8
2149,398,0.1476,57.7
2150,453,0.1783,57
2151,437,0.1617,57.3
2152,424,0.1701,57.1
2153,442,0.165,57.3
2154,459,0.188,57.2
2155,381,0.1493,58
2156,457,0.1818,57.7
2157,430,0.1694,57.8
2158,463,0.189,56.5
2159,417,0.167,57
2160,412,0.1505,58.3
2161,384,0.1457,58.3
2162,430,0.1569,59
2163,412,0.1539,60.1
2164,437,0.1677,58.4
2165,418,0.1559,58.8
2166,474,0.1761,58.8
2167,426,0.1658,58.6
2168,440,0.1778,57.4
2169,408,0.1577,57.9
2170,448,0.157,58.9
2171,404,0.1392,60.1
2172,390,0.1658,55.4
2173,364,0.1918,49
2174,426,0.1666,52.8
2175,447,0.144,56.3
2176,453,0.1695,56.9
2177,442,0.1565,58.7
2178,447,0.1575,58.7
2179,390,0.1468,59.6
2180,430,0.1634,58.8
2181,416,0.1433,59.8
2182,422,0.1572,59.1
2183,425,0.1553,59.6
2184,426,0.1457,59.5
2185,434,0.1565,58.6
2186,410,0.1463,60.1
2187,382,0.1249,61.9
2188,440,0.1566,60.2
2189,403,0.1452,60.5
2190,430,0.1412,60.6
2191,422,0.1338,62.2
2192,434,0.1506,61.8
2193,453,0.1606,60.4
2194,480,0.1579,61.1
2195,456,0.1572,60.3
2196,451,0.1504,60.6
2197,426,0.1483,60.9
2198,422,0.1477,60.9
2199,407,0.1376,61.1
2200,475,0.1599,60.7
2201,402,0.1369,61
2202,415,0.132,61.1
2203,457,0.1582,60.8
2204,445,0.1566,60.4
2205,460,0.1584,60.2
2206,421,0.1297,62.4
2207,385,0.1252,62.7
2208,379,0.1226,62.3
2209,400,0.1255,62.9
2210,403,0.1231,64.1
2211,382,0.1311,63.2
2212,424,0.1369,61.7
2213,396,0.1377,61.7
2214,453,0.1339,63.6
2215,487,0.1481,64
2216,491,0.1594,62.6
2217,443,0.1416,62.5
2218,453,0.1497,61.5
2219,446,0.1399,63.2
2220,433,0.1326,63.5
2221,412,0.1402,62.4
2222,465,0.1445,63.2
2223,443,0.1455,62.7
2224,446,0.132,64.3
2225,405,0.128,64.5
2226,399,0.1239,65.4
2227,426,0.1286,65.5
2228,462,0.1431,64.6
2229,497,0.1504,64
2230,501,0.1484,64.4
2231,414,0.1234,65.2
2232,369,0.1078,66.5
2233,358,0.1037,67
2234,410,0.1146,67.4
2235,360,0.1074,68
2236,331,0.0955,68.7
2237,263,0.078,69.6
2238,294,0.0831,70.9
2239,413,0.1249,67.8
2240,455,0.1351,66.6
2241,499,0.1402,66.2
2242,430,0.1286,65.2
2243,476,0.1424,64.8
2244,425,0.1421,62.9
2245,421,0.136,62.6
2246,370,0.1175,63.3
2247,360,0.1186,62.7
2248,365,0.1179,63.9
2249,378,0.1158,65.2
2250,397,0.1192,65.9
2251,344,0.1197,64
2252,359,0.1146,63.4
2253,372,0.1128,64.9
2254,342,0.1084,65.2
2255,364,0.1101,65.5
2256,329,0.1105,63.8
2257,310,0.0951,65.2
2258,301,0.1031,63.2
2259,331,0.1109,62.8
2260,313,0.1082,62.5
2261,343,0.1033,64.6
2262,343,0.1064,63.9
2263,274,0.1002,63
2264,272,0.0934,62.5
2265,350,0.1138,63
2266,335,0.1058,63.6
2267,266,0.091,64.4
2268,308,0.1022,63.4
2269,349,0.1059,65.4
2270,277,0.0874,67.7
2271,314,0.1004,67
2272,372,0.1145,66.6
2273,308,0.1034,64.9
2274,310,0.102,64.1
2275,283,0.0939,63.6
2276,273,0.0926,64.8
2277,286,0.0947,64.6
2278,320,0.1033,65.6
2279,281,0.0865,67
2280,286,0.0891,67.1
2281,255,0.0823,66.5
2282,267,0.0823,66.1
2283,281,0.0961,64.2
2284,288,0.0919,65.6
2285,222,0.077,64.8
2286,226,0.0795,65.6
2287,224,0.0762,64.7
2288,229,0.0739,67
2289,213,0.0799,64.4
2290,205,0.0713,66.2
2291,280,0.0889,65.4
2292,202,0.0735,64.7
2293,179,0.0731,64
2294,195,0.0712,64.5
2295,170,0.0663,63.9
2296,208,0.0764,64.3
2297,172,0.0689,64.4
2298,212,0.079,64.3
2299,184,0.0715,63.6
2300,197,0.071,63.6
2301,184,0.07,63.8
2302,169,0.0717,62.3
2303,168,0.0673,62.3
2304,131,0.0581,62.6
2305,157,0.0605,66.5
2306,144,0.0589,65.6
2307,156,0.0585,66.1
2308,127,0.0524,65.1
2309,122,0.0544,63
2310,107,0.0487,63.4
2311,98,0.0416,65.8
2312,96,0.0438,65.6
2313,87,0.0399,65.5
2314,99,0.0426,65.1
2315,142,0.0601,63.2
2316,102,0.0458,64.6
2317,109,0.0498,64.9
2318,103,0.0452,65.7
2319,87,0.0396,66.3
2320,90,0.0421,65.9
2321,103,0.0429,67.7
2322,85,0.0442,64.3
2323,95,0.0426,66.2
2324,93,0.0419,66.6
2325,98,0.0535,61.7
2326,68,0.0401,63.3
2327,88,0.044,63
2328,92,0.0422,64.7
2329,82,0.0457,63.8
2330,66,0.0396,63.8
2331,81,0.0444,62.5
2332,88,0.0498,60.9
2333,73,0.0465,61.5
2334,74,0.0362,65.2
2335,68,0.0414,62.1
2336,69,0.0414,62.3
2337,70,0.0367,65.2
2338,81,0.0408,67
2339,65,0.0328,69.2
2340,68,0.0405,66.2
2341,68,0.0432,62.9
2342,67,0.0457,59.4
2343,84,0.0458,61.2
2344,88,0.0468,61
2345,81,0.0366,66.7
2346,80,0.0381,68.2
2347,75,0.042,65.6
2348,80,0.0419,65.2
2349,107,0.0508,64.3
2350,88,0.0552,60.1
2351,81,0.0419,63.2
2352,68,0.0437,61.7
2353,66,0.0387,64
2354,72,0.0406,64.8
2355,101,0.0483,63.1
2356,93,0.0455,65.5
2357,107,0.0468,66.8
2358,112,0.052,67.2
2359,120,0.0531,68.2
2360,113,0.0521,67.5
2361,137,0.0552,69.4
2362,115,0.0462,72
2363,115,0.0524,69.7
2364,113,0.0502,69.8
2365,124,0.0514,69
2366,111,0.043,71.2
2367,120,0.048,71
2368,149,0.0595,69.2
2369,152,0.0611,69.3
2370,182,0.0758,67.1
2371,240,0.0858,66.8
2372,247,0.0896,66.6
2373,204,0.0774,66.5
2374,224,0.0829,67.2
2375,214,0.0799,66.9
2376,191,0.0778,65.5
2377,222,0.0861,61.5
2378,207,0.0816,59.7
2379,224,0.0845,59.2
2380,248,0.0829,61
2381,233,0.0825,60.5
2382,259,0.0988,58.7
2383,260,0.0857,59.9
2384,237,0.0858,58.6
2385,304,0.1044,57.3
2386,294,0.0965,59.7
2387,296,0.099,60
2388,274,0.0991,58.7
2389,260,0.0873,60.8
2390,295,0.0987,60.6
2391,280,0.0928,61.7
2392,304,0.1014,60.8
2393,288,0.0988,61
2394,292,0.087,62.7
2395,298,0.0985,61.8
2396,342,0.1084,61.9
2397,322,0.0932,63.6
2398,310,0.098,63
2399,310,0.1043,62.8
2400,288,0.0996,60.9
2401,285,0.1001,60
2402,298,0.0949,60.7
2403,311,0.1078,60.5
2404,347,0.1148,60.9
2405,341,0.1201,59.5
2406,323,0.1071,59.4
2407,315,0.1089,60.4
2408,353,0.1089,61.1
2409,403,0.1223,62
2410,371,0.1243,60.6
2411,373,0.1203,59.8
2412,350,0.1057,60.4
2413,363,0.1282,59.2
2414,361,0.1167,58.3
2415,376,0.113,59.8
2416,338,0.1102,60.3
2417,323,0.1031,62
2418,340,0.1093,61.5
2419,386,0.1194,61.3
2420,383,0.1277,59.5
2421,404,0.1281,60
2422,430,0.1208,62.5
2423,366,0.1165,61.5
2424,401,0.1217,61.3
2425,376,0.1293,60.8
2426,420,0.1288,60.4
2427,384,0.1243,59.8
2428,398,0.1276,60.4
2429,386,0.129,60.1
2430,422,0.1369,60.4
2431,449,0.1522,58.7
2432,462,0.146,59.5
2433,446,0.1364,60.5
2434,439,0.1546,57.6
2435,402,0.1475,53.7
2436,442,0.1421,56
2437,440,0.1343,58.5
2438,411,0.1322,59.2
2439,445,0.1399,59.7
2440,430,0.1321,60.3
2441,396,0.1322,60.5
2442,428,0.1373,60.8
2443,425,0.1321,60.3
2444,411,0.1318,60
2445,452,0.1308,61.1
2446,376,0.1186,62.2
2447,421,0.1388,60.2
2448,386,0.1213,60.7
2449,419,0.1293,60.8
2450,419,0.1284,61.2
2451,405,0.1225,62.1
2452,451,0.1324,61.9
2453,431,0.1298,61.6
2454,414,0.1219,63
2455,446,0.1407,61.4
2456,465,0.1318,62.5
2457,419,0.1206,63
2458,429,0.1209,63.1
2459,483,0.1361,63.2
2460,407,0.1268,63
2461,437,0.1294,61.4
2462,422,0.1289,62.1
2463,431,0.1246,62.7
2464,441,0.1264,62.5
2465,396,0.1134,63.4
2466,407,0.117,63.6
2467,393,0.1153,63.3
2468,434,0.131,62.5
2469,448,0.1299,62.7
2470,446,0.1365,61.8
2471,454,0.1408,61.2
2472,415,0.1241,62.3
2473,434,0.1276,62.2
2474,406,0.1276,61.7
2475,428,0.1204,62.1
2476,446,0.1338,61.9
2477,483,0.1377,62.8
2478,449,0.1333,62.5
2479,439,0.1327,61.6
2480,473,0.1448,61.4
2481,457,0.1273,62.9
2482,407,0.1235,61.8
2483,460,0.1304,61.9
2484,410,0.1155,63.3
2485,392,0.1164,63.2
2486,442,0.1313,63.3
2487,448,0.1263,63.3
2488,439,0.1262,63.4
2489,402,0.1212,62.8
2490,438,0.1259,62.8
2491,412,0.1168,63
2492,385,0.1104,63.5
2493,396,0.1204,63
2494,423,0.1304,61.8
2495,450,0.1326,61.8
2496,425,0.1259,62.6
2497,424,0.1238,62.8
2498,400,0.1155,62.9
2499,423,0.1254,62.5
2500,442,0.1235,63.5
2501,439,0.1258,63.4
2502,443,0.1262,64.2
2503,403,0.1159,63.8
2504,431,0.124,63.5
2505,463,0.1352,63.1
2506,415,0.1217,63.1
2507,422,0.1212,63
2508,408,0.1245,62.7
2509,459,0.129,63.3
2510,387,0.1166,62.8
2511,446,0.1264,63.3
2512,449,0.1235,64
2513,262,0.0984,60.2
2514,443,0.1219,62.8
2515,453,0.1362,62.1
2516,441,0.1278,62.9
2517,365,0.1121,62.7
2518,383,0.1214,62
2519,399,0.1122,64
2520,369,0.1091,63
2521,397,0.1193,63.3
2522,383,0.1094,64.5
2523,426,0.1227,63.8
2524,379,0.1164,63.6
2525,401,0.1181,63.4
2526,385,0.1117,63.8
2527,375,0.1092,64.1
2528,394,0.12,63
2529,393,0.1142,63.5
2530,391,0.1123,64.1
2531,348,0.1008,64.3
2532,376,0.1097,64.8
2533,351,0.103,64.6
2534,325,0.1034,63.8
2535,410,0.1173,63.6
2536,348,0.1045,63.4
2537,339,0.1023,62.5
2538,324,0.0929,63.6
2539,341,0.1019,62.7
2540,335,0.0997,63.2
2541,315,0.0961,63.4
2542,312,0.0956,63.3
2543,358,0.0952,64.9
2544,312,0.0894,65.2
2545,311,0.0914,63.9
2546,352,0.1018,63.5
2547,288,0.0824,63.8
2548,321,0.0934,64.2
2549,289,0.0829,64.8
2550,287,0.0888,63.7
2551,341,0.1003,64.5
2552,343,0.1067,63.1
2553,307,0.0907,63.9
2554,287,0.0895,63.5
2555,326,0.1021,62.5
2556,275,0.0806,64
2557,338,0.0981,64.1
2558,326,0.092,65.7
2559,304,0.093,65
2560,350,0.0986,65.2
2561,333,0.0964,65.5
2562,322,0.0972,64.7
2563,347,0.0964,66.2
2564,327,0.0986,65.3
2565,237,0.0775,65.2
2566,392,0.1029,69.4
2567,321,0.0868,68.7
2568,299,0.0839,68.5
2569,308,0.0878,67.5
2570,305,0.0903,66.2
2571,324,0.091,65.4
2572,302,0.0904,64.6
2573,350,0.0972,65.8
2574,319,0.0885,66.8
2575,317,0.0924,65.4
2576,317,0.0928,65.9
2577,305,0.0852,67.4
2578,292,0.0857,66.3
2579,239,0.0767,66.2
2580,261,0.0767,67.8
2581,263,0.08,66.7
2582,258,0.0744,67.7
2583,281,0.0812,66.8
2584,282,0.0795,67
2585,222,0.0682,67.5
2586,264,0.079,67.3
2587,240,0.0764,66.9
2588,236,0.0745,65.5
2589,254,0.0749,67.7
2590,189,0.062,66.5
2591,218,0.0697,66.1
2592,229,0.0694,66.4
2593,217,0.068,67.7
2594,213,0.07,65.9
2595,178,0.0619,64.7
2596,184,0.0639,65.3
2597,184,0.0629,64.3
2598,158,0.056,64.1
2599,166,0.0552,66.7
2600,185,0.0587,66.6
2601,191,0.0623,65.8
2602,157,0.0549,64.1
2603,151,0.053,64.3
2604,146,0.0524,66.3
2605,143,0.0514,66.1
2606,125,0.0463,66.8
2607,129,0.0537,65.7
2608,119,0.0455,66.1
2609,111,0.0438,66.9
2610,109,0.0424,66.7
2611,126,0.0479,66.1
2612,100,0.0423,65.1
2613,87,0.0365,65.2
2614,107,0.0438,64.4
2615,97,0.0404,65.7
2616,82,0.0393,64.3
2617,106,0.0451,64.5
2618,100,0.0413,66
2619,74,0.0343,66.9
2620,72,0.0357,65
2621,95,0.04,64.5
2622,83,0.0432,63.8
2623,98,0.0412,64.9
2624,65,0.0339,65.1
2625,76,0.0405,61.4
2626,92,0.0461,62.8
2627,80,0.0403,62.8
2628,77,0.0358,65.3
2629,79,0.0401,64.9
2630,61,0.037,64.5
2631,76,0.0367,65.7
2632,74,0.0366,65.4
2633,62,0.0359,64.8
2634,68,0.0349,65.8
2635,70,0.0357,65.8
2636,70,0.0402,63.3
2637,67,0.0352,65.9
2638,68,0.0348,64.6
2639,57,0.0323,65
2640,65,0.0339,64.6
2641,46,0.0314,65.1
2642,74,0.0353,66
2643,65,0.036,65.6
2644,58,0.0354,64.6
2645,78,0.0411,63.4
2646,77,0.0336,65.8
2647,72,0.0395,65.3
2648,71,0.0358,65.4
2649,77,0.0383,65.1
2650,89,0.0383,67.3
2651,84,0.0388,66.9
2652,78,0.0386,67
2653,90,0.0457,64.2
2654,79,0.0395,62.8
2655,63,0.0329,65
2656,103,0.0459,66.3
2657,81,0.04,65.1
2658,111,0.0442,64.8
2659,103,0.0423,66.5
2660,91,0.0394,66.8
2661,118,0.048,65.9
2662,115,0.0481,64.1
2663,110,0.0468,63.1
2664,86,0.0404,61.2
2665,74,0.0402,61.6
2666,109,0.0428,64.1
2667,142,0.0519,66.2
2668,131,0.0525,64.5
2669,135,0.0473,65.9
2670,145,0.0505,67.3
2671,130,0.0501,66.4
2672,144,0.0527,66.1
2673,161,0.0559,66.4
2674,172,0.058,66.7
2675,144,0.0515,65.4
2676,146,0.0518,66.4
2677,157,0.057,65
2678,141,0.0472,66.9
2679,147,0.0549,64.8
2680,191,0.0717,61.9
2681,146,0.057,62.9
2682,155,0.0584,63.1
2683,192,0.067,62.2
2684,175,0.0645,62.8
2685,199,0.0629,64.2
2686,215,0.0714,64
2687,210,0.0711,64.2
2688,199,0.0642,66
2689,197,0.0673,64
2690,195,0.0616,64.7
2691,214,0.0782,61.9
2692,217,0.0653,63.3
2693,234,0.0715,65.2
2694,220,0.0776,62.1
2695,261,0.0837,62.7
2696,261,0.0857,62
2697,277,0.083,62.8
2698,282,0.081,64.1
2699,295,0.0932,64.1
2700,288,0.0864,63.8
2701,256,0.0806,63.3
2702,296,0.0917,62.7
2703,249,0.0802,62.9
2704,259,0.0799,63.6
2705,295,0.0908,64
2706,311,0.0945,64.4
2707,342,0.1015,63.7
2708,343,0.1031,63.7
2709,378,0.111,62.8
2710,348,0.103,63.5
2711,325,0.0949,64.8
2712,331,0.095,65.2
2713,370,0.109,64.5
2714,314,0.098,63.2
2715,342,0.1039,63.3
2716,318,0.0955,63.5
2717,393,0.1112,63.4
2718,323,0.0974,64.4
2719,306,0.0998,63.8
2720,375,0.1103,63.1
2721,371,0.1061,63.4
2722,384,0.1191,62.2
2723,364,0.1167,61.4
2724,340,0.109,61.5
2725,363,0.1066,63.1
2726,350,0.1084,63.7
2727,356,0.1094,63
2728,399,0.1202,62.7
2729,384,0.1148,63.1
2730,381,0.1131,63.6
2731,405,0.1137,64.5
2732,429,0.1341,62.8
2733,407,0.1121,64.2
2734,384,0.1145,63.8
2735,392,0.1155,63.3
2736,392,0.1118,64.4
2737,397,0.1138,64.7
2738,423,0.1215,64.2
2739,403,0.118,63.4
2740,427,0.1251,63.3
2741,417,0.1179,63.5
2742,461,0.1262,64.6
2743,466,0.1329,64.1
2744,462,0.1361,63
2745,473,0.1358,62.9
2746,477,0.1375,62.5
2747,502,0.1429,62.6
2748,463,0.1227,64.6
2749,475,0.1263,65.4
2750,428,0.1212,64.9
2751,446,0.1265,64.3
2752,463,0.1347,63.7
2753,473,0.1434,62.4
2754,475,0.1371,62.5
2755,467,0.1532,58.4
2756,431,0.1781,53.9
2757,435,0.1806,49.6
2758,440,0.2122,46.1
2759,478,0.2015,45.4
2760,439,0.1869,44.9
2761,431,0.1577,47.6
2762,435,0.1562,49.4
2763,450,0.1774,47.9
2764,453,0.1718,47.8
2765,433,0.1462,50.5
2766,410,0.1198,56.6
2767,467,0.1297,60.7
2768,400,0.1175,61.8
2769,420,0.1205,63.2
2770,420,0.1204,64
2771,412,0.1156,64.9
2772,419,0.1205,63.7
2773,404,0.1176,63.9
2774,417,0.1217,63.8
2775,379,0.1039,66.3
2776,444,0.1287,63.8
2777,439,0.1275,63.5
2778,392,0.1214,62.6
2779,434,0.128,62.5
2780,382,0.1134,62.8
2781,365,0.1048,63.6
2782,382,0.1196,62.5
2783,383,0.1193,62.1
2784,406,0.1173,62.6
2785,375,0.1131,62.9
2786,363,0.1097,62.8
2787,358,0.1033,63.6
2788,379,0.1122,64.5
2789,412,0.1182,64.1
2790,396,0.1157,64.4
2791,378,0.119,63.4
2792,439,0.1227,64
2793,389,0.1176,63.1
2794,354,0.1074,63.5
2795,381,0.1111,64
2796,348,0.1136,62.7
2797,361,0.1075,63.4
2798,352,0.1057,63
2799,361,0.1077,62.9
2800,326,0.102,62.5
2801,400,0.1214,62.5
2802,357,0.1044,63.4
2803,378,0.1121,63.8
2804,337,0.1028,62.8
2805,332,0.1029,63.4
2806,326,0.1092,61.8
2807,373,0.1106,63.2
2808,386,0.1126,63.9
2809,365,0.1056,63.9
2810,343,0.1031,63
2811,327,0.0974,62.7
2812,324,0.1,63.1
2813,318,0.0973,63.7
2814,366,0.1015,64.8
2815,327,0.0979,64.7
2816,317,0.1043,63.1
2817,381,0.1089,63.2
2818,340,0.0987,64.8
2819,346,0.1088,62.5
2820,336,0.1071,61.5
2821,333,0.0988,62.8
2822,295,0.0954,62
2823,319,0.0906,63.9
2824,388,0.1105,63.6
2825,344,0.1055,62.5
2826,346,0.1018,63
2827,297,0.0942,62
2828,337,0.098,63.3
2829,314,0.0865,64.8
2830,321,0.0985,63.4
2831,333,0.0969,63.1
2832,292,0.093,62.3
2833,300,0.0919,61.7
2834,301,0.0954,62.6
2835,310,0.0962,62.6
2836,335,0.1011,62.5
2837,329,0.0978,62
2838,340,0.0997,61.9
2839,331,0.0962,62.9
2840,343,0.1061,62.4
2841,310,0.0953,61.6
2842,295,0.0852,63.3
2843,320,0.0985,62.6
2844,293,0.1001,61.2
2845,286,0.0858,63.5
2846,269,0.0821,65
2847,315,0.101,64
2848,330,0.0974,64.3
2849,322,0.099,64.9
2850,318,0.0974,63.8
2851,309,0.0945,64.6
2852,281,0.0846,65.8
2853,288,0.0914,65.5
2854,305,0.0969,64
2855,280,0.09,63.6
2856,283,0.0896,63.8
2857,309,0.0952,63.9
2858,248,0.0753,66.1
2859,235,0.0772,64.7
2860,277,0.0827,65.1
2861,245,0.0801,64.6
2862,246,0.0828,63.4
2863,254,0.0787,64.2
2864,244,0.0782,64.5
2865,234,0.0782,64.1
2866,206,0.0645,66.3
2867,201,0.0643,65.6
2868,218,0.0719,64.4
2869,196,0.0639,63.8
2870,191,0.0748,61.9
2871,184,0.0713,59.6
2872,187,0.0667,61
2873,193,0.0624,63.1
2874,185,0.0634,62.6
2875,138,0.054,62.1
2876,155,0.065,60
2877,169,0.0601,62.4
2878,112,0.0479,62.6
2879,143,0.0566,61
2880,103,0.0507,59
2881,125,0.0506,66.7
2882,121,0.0526,64.1
2883,109,0.0515,62.8
2884,109,0.0484,61.8
2885,111,0.0492,60.4
2886,105,0.052,59.3
2887,88,0.0425,62.3
2888,83,0.0397,60.6
2889,95,0.0432,61.9
2890,101,0.0504,59.4
2891,88,0.0454,57.5
2892,84,0.0407,57.9
2893,76,0.0449,58.6
2894,60,0.0388,59.2
2895,70,0.0402,59.2
2896,69,0.0423,54.1
2897,67,0.0433,54.7
2898,80,0.0495,54.6
2899,80,0.0471,54.1
2900,70,0.0414,56.9
2901,78,0.0494,54.2
2902,75,0.0439,52.9
2903,65,0.0426,51.7
2904,60,0.0369,56.9
2905,77,0.0476,57.6
2906,53,0.0374,55.1
2907,81,0.0486,56.6
2908,67,0.0421,53.9
2909,92,0.0593,53.4
2910,86,0.0454,55.6
2911,66,0.0432,56.4
2912,67,0.0412,55.7
2913,72,0.0493,54.2
2914,66,0.0482,53.8
2915,82,0.0517,53.4
2916,84,0.0455,58.4
2917,84,0.0441,59.6
2918,91,0.0529,57.4
2919,87,0.0474,58.9
2920,77,0.0519,57.9
2921,99,0.0531,59.1
2922,109,0.0578,59.2
2923,112,0.0599,59.4
2924,102,0.0466,62.2
2925,144,0.0663,61.1
2926,141,0.0642,61.8
2927,183,0.0821,60.6
2928,146,0.0693,60.7
2929,178,0.0853,60.3
2930,165,0.0765,61
2931,209,0.0873,61.5
2932,225,0.1012,61.5
2933,281,0.1139,61.6
2934,288,0.0978,64.2
2935,285,0.1074,64
2936,336,0.1216,64.2
2937,379,0.135,63.9
2938,374,0.1373,62.7
2939,457,0.1634,62.6
2940,466,0.1627,62
2941,453,0.1735,60.4
2942,465,0.18,58.3
2943,472,0.1787,56.5
2944,493,0.2261,51.8
2945,433,0.2194,48.1
2946,460,0.231,46.6
2947,345,0.352,38.2
2948,435,0.3085,37.8
2949,468,0.218,43.1
2950,432,0.2004,44.9
2951,414,0.212,44
2952,487,0.2541,43.5
2953,419,0.2768,39.8
2954,448,0.2454,40.9
2955,441,0.2321,40
2956,355,0.2775,35.8
2957,421,0.2456,36.9
2958,386,0.2138,38.4
2959,433,0.179,45.2
2960,454,0.1707,50.2
2961,444,0.1614,51.5
2962,441,0.2048,47.6
2963,423,0.3029,40.9
2964,431,0.2061,41.6
2965,419,0.1997,41.7
2966,444,0.1912,44.7
2967,460,0.1922,46.6
2968,442,0.1902,45.8
2969,454,0.1784,47
2970,463,0.2281,44.1
2971,451,0.2535,40.9
2972,449,0.2623,39.7
2973,451,0.2312,41.2
2974,454,0.1853,43.7
2975,464,0.2048,44.7
2976,423,0.1815,45
2977,426,0.1959,45.1
2978,424,0.1858,45.5
2979,448,0.2099,44.2
2980,497,0.233,44.3
2981,468,0.2108,45.5
2982,404,0.1701,45.3
2983,422,0.1975,44.1
2984,406,0.2204,41.4
2985,407,0.2369,40
2986,443,0.2328,39.5
2987,420,0.1898,41.6
2988,392,0.2789,37.3
2989,319,0.1595,39.7
2990,240,0.0998,47.2
2991,237,0.0978,50.1
2992,216,0.0908,52.7
2993,248,0.1013,53.9
2994,222,0.0937,55.2
2995,269,0.0996,54.8
2996,217,0.0945,55.8
2997,280,0.1204,50.9
2998,343,0.2814,40.2
2999,409,0.239,38.4
3000,350,0.2319,36
3001,390,0.2648,36.1
3002,408,0.1947,37.8
3003,386,0.1746,43.4
3004,388,0.1739,46.9
3005,392,0.1667,49.2
3006,391,0.1739,50.4
3007,414,0.1826,50.9
3008,396,0.1629,51.7
3009,422,0.171,52.2
3010,390,0.1621,53
3011,346,0.1379,53.6
3012,342,0.1342,54.2
3013,431,0.1663,53.8
3014,364,0.1484,54.2
3015,441,0.2018,52.2
3016,398,0.1537,53.5
3017,420,0.1782,52.4
3018,415,0.1593,52.8
3019,384,0.1563,53.7
3020,389,0.1513,53.6
3021,419,0.1606,54.2
3022,416,0.1742,54
3023,407,0.176,53
3024,393,0.1679,52.6
3025,364,0.152,52.4
3026,434,0.1659,53.5
3027,452,0.1716,54
3028,475,0.1696,54.5
3029,356,0.1381,55
3030,437,0.1654,54.5
3031,392,0.1373,56.1
3032,433,0.1652,54.7
3033,442,0.1655,54.9
3034,409,0.1556,54.8
3035,424,0.1602,55.2
3036,447,0.1626,54.6
3037,354,0.1365,55.1
3038,397,0.1506,55.1
3039,405,0.1482,55.2
3040,424,0.1598,55.7
3041,427,0.1638,54.3
3042,428,0.1572,54.5
3043,440,0.1626,54.3
3044,424,0.1539,54.9
3045,414,0.1508,55.5
3046,428,0.1579,55.1
3047,469,0.1681,54.9
3048,410,0.1488,54.7
3049,452,0.1523,55.5
3050,411,0.1473,55.2
3051,413,0.153,55.6
3052,428,0.1498,55.4
3053,435,0.1551,56.4
3054,412,0.1572,55.1
3055,447,0.1661,55
3056,421,0.1507,54.7
3057,428,0.147,56.3
3058,482,0.1658,56.1
3059,418,0.1559,55.5
3060,417,0.1595,54.5
3061,469,0.1649,54.8
3062,460,0.1578,55.7
3063,466,0.1631,55
3064,395,0.1423,55.5
3065,438,0.1536,55.2
3066,392,0.1394,56.1
3067,351,0.1236,56.2
3068,468,0.1609,56.5
3069,488,0.1612,56.9
3070,464,0.1458,57.7
3071,457,0.1499,56.6
3072,427,0.1499,56.7
3073,487,0.1537,57.4
3074,404,0.1394,56.5
3075,425,0.1423,56.5
3076,448,0.1369,58.1
3077,486,0.1502,58.2
3078,455,0.1512,58
3079,442,0.1474,57.2
3080,441,0.1391,58.2
3081,468,0.1514,57.7
3082,476,0.1408,58.4
3083,469,0.1507,58.5
3084,442,0.1405,59.1
3085,448,0.1423,58.3
3086,486,0.1458,59.3
3087,453,0.1424,58.9
3088,530,0.1645,57.9
3089,476,0.1504,57.3
3090,496,0.1501,58.2
3091,516,0.1521,59.4
3092,460,0.1345,60
3093,495,0.1497,59.7
3094,464,0.1449,59
3095,523,0.1665,58.8
3096,456,0.1402,58.7
3097,477,0.1575,58.3
3098,462,0.1391,58.6
3099,384,0.128,58.6
3100,429,0.1381,58.4
3101,404,0.1383,56.1
3102,389,0.1477,52.5
3103,359,0.1347,50.4
3104,392,0.1353,53.9
3105,342,0.1133,56.4
3106,343,0.1087,57.3
3107,369,0.1225,57.8
3108,295,0.1025,57.6
3109,291,0.0973,58.5
3110,326,0.1087,58.4
3111,337,0.1164,58.4
3112,342,0.1063,60.3
3113,318,0.107,60.1
3114,313,0.1033,59.4
3115,307,0.1046,57.8
3116,274,0.0916,58.7
3117,283,0.1039,57.4
3118,276,0.0965,57.8
3119,306,0.0985,58.7
3120,299,0.0898,60.8
3121,244,0.0883,59.2
3122,248,0.0839,59.4
3123,307,0.1126,57.8
3124,266,0.0872,58.5
3125,306,0.104,58.3
3126,260,0.086,58.7
3127,237,0.0798,58.3
3128,248,0.089,58.9
3129,310,0.1119,57.3
3130,287,0.1009,57.3
3131,241,0.0852,57.8
3132,270,0.0913,58.4
3133,258,0.1033,57
3134,236,0.0883,58.5
